,az_start,data_type,fch1,foff,ibeam,machine_id,nbeams,nbits,nchans,nifs,rawdatafile,source_name,src_dej,src_raj,telescope_id,tsamp,tstart,za_start
152,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d11m30.84s,14h11m16.224s,6,18.253611008,58702.25371527778,0.0
153,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C196,49d12m48.6s,8h13m42.312s,6,18.253611008,58806.194814814815,0.0
154,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,18.253611008,58734.9462037037,0.0
155,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,30d30m48.6s,13h31m06.912s,6,0.0003495253333333333,58743.90497685185,0.0
156,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,30d30m48.6s,13h31m06.912s,6,1.0737418239999998,58743.90497685185,0.0
157,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C147,50d50m46.68s,5h42m30.888s,6,18.253611008,58692.78827546296,0.0
158,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C196,49d12m48.6s,8h13m42.312s,6,1.0737418239999998,58806.194814814815,0.0
159,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C147,50d50m46.68s,5h42m30.888s,6,1.0737418239999998,58692.78827546296,0.0
160,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C196,49d12m48.6s,8h13m42.312s,6,0.0003495253333333333,58806.194814814815,0.0
161,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,3C147,50d50m46.68s,5h42m30.888s,6,0.0003495253333333333,58692.78827546296,0.0
162,0.0,1,8438.96484375,-0.3662109375,,20,,32,13312,1,,3C295,53d12m09s,14h11m20.688s,6,0.000349525333333333,58921.33710648148,0.0
163,0.0,1,8438.96484375,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d12m09s,14h11m20.688s,6,1.073741823999999,58921.33710648148,0.0
164,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C286,30d30m32.76s,13h31m08.208s,6,18.253611008,58733.95547453704,0.0
165,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C295,53d11m30.84s,14h11m16.224s,6,0.0003495253333333333,58702.25371527778,0.0
166,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d11m30.84s,14h11m16.224s,6,1.0737418239999998,58702.25371527778,0.0
167,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C295,53d11m08.88s,14h11m11.664s,6,18.253611008,58532.66394675926,0.0
168,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,31d30m06.48s,13h31m05.568s,6,0.0003495253333333333,58743.90660879629,0.0
169,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,31d30m06.48s,13h31m05.568s,6,1.0737418239999998,58743.90660879629,0.0
170,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d10m23.16s,14h11m10.2s,6,18.253611008,58642.30260416667,0.0
171,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,31d30m33.12s,13h31m08.256s,6,18.253611008,58743.908101851855,0.0
172,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C196,49d13m02.28s,8h13m35.952s,6,18.253611008,58806.19631944445,0.0
173,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C196,49d13m02.28s,8h13m35.952s,6,1.0737418239999998,58806.19631944445,0.0
174,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,31d30m33.12s,13h31m08.256s,6,0.0003495253333333333,58743.908101851855,0.0
175,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,31d30m33.12s,13h31m08.256s,6,1.0737418239999998,58743.908101851855,0.0
176,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,18.253611008,58538.30899305556,0.0
177,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C196,49d13m02.28s,8h13m35.952s,6,0.0003495253333333333,58806.19631944445,0.0
178,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,0.0003495253333333333,58734.9462037037,0.0
179,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,1.0737418239999998,58734.9462037037,0.0
180,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d10m23.16s,14h11m10.2s,6,1.0737418239999998,58642.30260416667,0.0
181,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0355+54,54d13m12s,3h58m53.64s,6,18.253611008,58779.163819444446,0.0
182,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C147,49d51m10.08s,5h42m36.024s,6,18.253611008,58692.79215277778,0.0
183,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C147,49d51m10.08s,5h42m36.024s,6,1.0737418239999998,58692.79215277778,0.0
184,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,30d29m51.36s,13h31m14.952s,6,18.253611008,58538.30369212963,0.0
185,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,30d29m51.36s,13h31m14.952s,6,1.0737418239999998,58538.30369212963,0.0
186,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,0.0003495253333333333,58595.178773148145,0.0
187,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,0.0003495253333333333,58538.30899305556,0.0
188,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,18.253611008,58616.02309027778,0.0
189,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,3C286,30d29m51.36s,13h31m14.952s,6,0.0003495253333333333,58538.30369212963,0.0
190,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,1.0737418239999998,58595.178773148145,0.0
191,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,0.0003495253333333333,58734.9462037037,0.0
192,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,0.0003495253333333333,58595.178773148145,0.0
193,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,31d29m20.76s,13h31m16.8s,6,18.253611008,58538.305393518516,0.0
194,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,31d29m20.76s,13h31m16.8s,6,1.0737418239999998,58538.305393518516,0.0
195,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,3C286,31d29m20.76s,13h31m16.8s,6,0.0003495253333333333,58538.305393518516,0.0
196,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,0.0003495253333333333,58538.30899305556,0.0
197,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0355+54,54d13m12s,3h58m53.64s,6,0.0003495253333333333,58779.163819444446,0.0
198,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0355+54,54d13m12s,3h58m53.64s,6,1.0737418239999998,58779.163819444446,0.0
199,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B2021+51,51d54m48.96s,20h22m49.704s,6,0.0003495253333333333,58743.91260416667,0.0
200,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,PSR_B2021+51,51d54m48.96s,20h22m49.704s,6,1.0737418239999998,58743.91260416667,0.0
201,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C295,52d12m20.88s,14h11m21.528s,6,18.253611008,58532.66226851852,0.0
202,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C295,52d12m20.88s,14h11m21.528s,6,1.0737418239999998,58532.66226851852,0.0
203,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,0.0003495253333333333,58616.02309027778,0.0
204,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B2021+51,51d54m48.96s,20h22m49.704s,6,0.0003495253333333333,58743.91260416667,0.0
205,0.0,1,12351.28173828125,-0.3662109375,,20,,32,10240,1,,3C353,-0d58m51.6s,17h20m29.256s,6,0.0003495253333333333,58616.31501157407,0.0
206,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,1.0737418239999998,58616.02309027778,0.0
207,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0355+54,54d13m12s,3h58m53.64s,6,0.0003495253333333333,58779.163819444446,0.0
208,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C295,52d12m20.88s,14h11m21.528s,6,0.0003495253333333333,58532.66226851852,0.0
209,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,30d30m21.24s,13h31m09.144s,6,18.253611008,58538.31383101852,0.0
210,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C196,48d15m27.36s,8h13m59.352s,6,18.253611008,58692.89910879629,0.0
211,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m57.24s,20h23m03.624s,6,18.253611008,58737.94384259259,0.0
212,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C286,30d31m10.92s,13h31m12.696s,6,18.253611008,58595.36524305555,0.0
213,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C196,48d15m27.36s,8h13m59.352s,6,1.0737418239999998,58692.89910879629,0.0
214,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,1.0737418239999998,58538.30899305556,0.0
215,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C286,30d31m10.92s,13h31m12.696s,6,1.0737418239999998,58595.36524305555,0.0
216,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,0.0003495253333333333,58616.02309027778,0.0
217,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C286,30d31m10.92s,13h31m12.696s,6,0.0003495253333333333,58595.36524305555,0.0
218,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,3C196,48d15m27.36s,8h13m59.352s,6,0.0003495253333333333,58692.89910879629,0.0
219,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C286,30d31m16.32s,13h31m09.24s,6,1.0737418239999998,58783.70827546297,0.0
220,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,30d30m21.24s,13h31m09.144s,6,1.0737418239999998,58538.31383101852,0.0
221,0.0,1,8438.96484375,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m50.4s,20h22m49.8s,6,18.253611007999982,58921.340625,0.0
222,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,3C286,30d30m21.24s,13h31m09.144s,6,0.0003495253333333333,58538.31383101852,0.0
223,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C48,33d09m35.28s,1h37m41.232s,6,18.253611008,58779.25234953704,0.0
224,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B0355+54,54d13m13.08s,3h58m53.832s,6,18.253611008,58702.257002314815,0.0
225,0.0,1,2251.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,31d29m48.12s,13h31m14.28s,6,18.253611008,58692.83384259259,0.0
226,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C48,33d09m35.28s,1h37m41.232s,6,1.0737418239999998,58779.25234953704,0.0
227,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C295,53d11m08.88s,14h11m11.664s,6,1.0737418239999998,58532.66394675926,0.0
228,0.0,1,2251.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,31d29m48.12s,13h31m14.28s,6,1.0737418239999998,58692.83384259259,0.0
229,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C48,33d09m35.28s,1h37m41.232s,6,0.0003495253333333333,58779.25234953704,0.0
230,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C295,53d11m08.88s,14h11m11.664s,6,0.0003495253333333333,58532.66394675926,0.0
231,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C48,33d09m29.88s,1h37m43.248s,6,18.253611008,58803.08074074074,0.0
232,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C48,33d09m33.48s,1h37m45.552s,6,18.253611008,58744.13449074074,0.0
233,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C286,30d30m22.32s,13h31m08.712s,6,18.253611008,58616.30318287037,0.0
234,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C286,31d29m24.72s,13h30m59.448s,6,18.253611008,58595.36686342592,0.0
235,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C286,31d29m24.72s,13h30m59.448s,6,1.0737418239999998,58595.36686342592,0.0
236,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,31d29m05.28s,13h31m16.488s,6,18.253611008,58538.31554398148,0.0
237,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,31d29m05.28s,13h31m16.488s,6,1.0737418239999998,58538.31554398148,0.0
238,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C286,31d29m24.72s,13h30m59.448s,6,0.0003495253333333333,58595.36686342592,0.0
239,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,3C286,31d29m05.28s,13h31m16.488s,6,0.0003495253333333333,58538.31554398148,0.0
240,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C196,49d12m42.84s,8h13m29.424s,6,18.253611008,58692.900729166664,0.0
241,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C196,49d12m42.84s,8h13m29.424s,6,1.0737418239999998,58692.900729166664,0.0
242,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,3C286,30d30m22.32s,13h31m08.712s,6,0.0003495253333333333,58616.30318287037,0.0
243,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C286,30d30m22.32s,13h31m08.712s,6,1.0737418239999998,58616.30318287037,0.0
244,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,3C196,49d12m42.84s,8h13m29.424s,6,0.0003495253333333333,58692.900729166664,0.0
245,0.0,1,2251.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,30d29m39.84s,13h31m26.736s,6,18.253611008,58692.83219907407,0.0
246,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C48,33d09m33.48s,1h37m45.552s,6,0.0003495253333333333,58744.13449074074,0.0
247,0.0,1,2251.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,30d29m39.84s,13h31m26.736s,6,1.0737418239999998,58692.83219907407,0.0
248,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C48,33d09m33.48s,1h37m45.552s,6,1.0737418239999998,58744.13449074074,0.0
249,0.0,1,2251.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,3C286,30d29m39.84s,13h31m26.736s,6,0.0003495253333333333,58692.83219907407,0.0
250,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,18.253611008,58642.30616898148,0.0
251,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C48,34d09m07.56s,1h37m36.84s,6,18.253611008,58779.25413194444,0.0
252,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C48,34d09m07.56s,1h37m36.84s,6,1.0737418239999998,58779.25413194444,0.0
253,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C48,34d09m07.56s,1h37m36.84s,6,0.0003495253333333333,58779.25413194444,0.0
254,0.0,1,2251.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,3C286,31d29m48.12s,13h31m14.28s,6,0.0003495253333333333,58692.83384259259,0.0
255,0.0,1,8438.96484375,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d54m50.4s,20h22m49.8s,6,0.000349525333333333,58921.340625,0.0
256,0.0,1,8438.96484375,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d54m50.4s,20h22m49.8s,6,1.073741823999999,58921.340625,0.0
257,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B0355+54,54d13m13.08s,3h58m53.832s,6,0.0003495253333333333,58702.257002314815,0.0
258,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B0355+54,54d13m13.08s,3h58m53.832s,6,1.0737418239999998,58702.257002314815,0.0
259,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,18.253611008,58538.31916666667,0.0
260,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C48,34d09m19.08s,1h37m44.808s,6,18.253611008,58744.13619212963,0.0
261,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C286,31d30m19.8s,13h31m06.36s,6,18.253611008,58616.30480324074,0.0
262,0.0,1,8438.96484375,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B2021+51,51d54m50.4s,20h22m49.8s,6,0.000349525333333333,58921.340625,0.0
263,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B0355+54,54d13m13.08s,3h58m53.832s,6,0.0003495253333333333,58702.257002314815,0.0
264,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,0.0003495253333333333,58538.31916666667,0.0
265,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,1.0737418239999998,58538.31916666667,0.0
266,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C48,34d09m19.08s,1h37m44.808s,6,0.0003495253333333333,58744.13619212963,0.0
267,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C48,34d09m19.08s,1h37m44.808s,6,1.0737418239999998,58744.13619212963,0.0
268,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,0.0003495253333333333,58538.31916666667,0.0
269,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,3C286,31d30m19.8s,13h31m06.36s,6,0.0003495253333333333,58616.30480324074,0.0
270,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C286,31d30m19.8s,13h31m06.36s,6,1.0737418239999998,58616.30480324074,0.0
271,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C48,34d09m34.56s,1h37m41.256s,6,18.253611008,58779.25564814815,0.0
272,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C48,34d09m34.56s,1h37m41.256s,6,1.0737418239999998,58779.25564814815,0.0
273,0.0,1,2251.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,18.253611008,58692.83699074074,0.0
274,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C48,34d09m34.56s,1h37m41.256s,6,0.0003495253333333333,58779.25564814815,0.0
275,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,0.0003495253333333333,58642.30616898148,0.0
276,0.0,1,2251.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,DIAG_PSR_B2016+28,10d59m29.04s,20h18m03.864s,6,18.253611008,58701.17215277778,0.0
277,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,1.0737418239999998,58642.30616898148,0.0
278,0.0,1,2251.28173828125,-0.3662109375,,20,,32,4096,1,,DIAG_PSR_B2016+28,10d59m29.04s,20h18m03.864s,6,0.0003495253333333333,58701.17215277778,0.0
279,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C353,-0d58m52.68s,17h20m29.544s,6,18.253611008,58616.308842592596,0.0
280,0.0,1,2251.4634132385254,-0.00286102294921875,,20,,32,524288,1,,DIAG_PSR_B2016+28,10d59m29.04s,20h18m03.864s,6,1.0737418239999998,58701.17215277778,0.0
281,0.0,1,2251.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,DIAG_PSR_B2016+28,10d59m29.04s,20h18m03.864s,6,0.0003495253333333333,58701.17215277778,0.0
282,0.0,1,2251.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,0.0003495253333333333,58692.83699074074,0.0
283,0.0,1,2251.4634132385254,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,1.0737418239999998,58692.83699074074,0.0
284,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,30d29m40.56s,13h31m17.448s,6,18.253611008,58845.45746527778,0.0
285,0.0,1,26001.46484375,-2.7939677238464355e-06,,20,,32,1409286144,1,,3C48,34d07m14.52s,1h37m36.384s,6,18.253611007999982,58921.81982638889,0.0
286,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,0.0003495253333333333,58642.30616898148,0.0
287,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,3C353,-0d58m52.68s,17h20m29.544s,6,0.0003495253333333333,58616.308842592596,0.0
288,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C353,-0d58m52.68s,17h20m29.544s,6,1.0737418239999998,58616.308842592596,0.0
289,0.0,1,2251.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,0.0003495253333333333,58692.83699074074,0.0
290,0.0,1,12351.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C353,-0d00m03.6s,17h20m31.728s,6,1.0737418239999998,58616.31592592593,0.0
291,0.0,1,26001.46484375,-0.3662109375,,20,,32,10752,1,,3C48,34d07m14.52s,1h37m36.384s,6,0.000349525333333333,58921.81982638889,0.0
292,0.0,1,26001.46484375,-0.00286102294921875,,20,,32,1376256,1,,3C48,34d07m14.52s,1h37m36.384s,6,1.073741823999999,58921.81982638889,0.0
293,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C48,33d09m11.88s,1h37m42.264s,6,18.253611008,58744.14461805556,0.0
294,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C353,0d00m55.8s,17h20m30.12s,6,18.253611008,58616.309745370374,0.0
295,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,3C353,0d00m55.8s,17h20m30.12s,6,0.0003495253333333333,58616.309745370374,0.0
296,0.0,1,11251.463413238525,-0.00286102294921875,,20,,32,1310720,1,,3C353,0d00m55.8s,17h20m30.12s,6,1.0737418239999998,58616.309745370374,0.0
297,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C48,33d09m29.88s,1h37m43.248s,6,0.0003495253333333333,58803.08074074074,0.0
298,0.0,1,11251.464842353016,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C196,48d12m57.24s,8h13m36s,6,18.253611008,58734.745474537034,0.0
299,0.0,1,3151.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,30d29m21.84s,13h31m18.744s,6,18.253611008,58623.072384259256,0.0
300,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C48,33d09m29.88s,1h37m43.248s,6,1.0737418239999998,58803.08074074074,0.0
301,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,30d29m21.84s,13h31m18.744s,6,0.0003495253333333333,58623.072384259256,0.0
302,0.0,1,3151.4634132385254,-0.00286102294921875,,20,,32,524288,1,,3C286,30d29m21.84s,13h31m18.744s,6,1.0737418239999998,58623.072384259256,0.0
303,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0355+54,54d12m46.8s,3h58m55.368s,6,0.0003495253333333333,58532.67306712963,0.0
