,Unnamed: 0,Unnamed: 0.1,az_start,data_type,fch1,foff,ibeam,machine_id,nbeams,nbits,nchans,nifs,rawdatafile,source_name,src_dej,src_raj,telescope_id,tsamp,tstart,za_start,fname
282,282,282,0.0,1,2251.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,0.0003495253333333333,58692.83699074074,0.0,spliced_blc4041424344454647_guppi_58692_72316_PSR_B1133+16_0066.gpuspec.0001.fil
273,273,273,0.0,1,2251.464842353016,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,18.253611008,58692.83699074074,0.0,spliced_blc4041424344454647_guppi_58692_72316_PSR_B1133+16_0066.gpuspec.0000.fil
283,283,283,0.0,1,2251.4634132385254,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,15d51m01.8s,11h36m03.096s,6,1.0737418239999998,58692.83699074074,0.0,spliced_blc4041424344454647_guppi_58692_72316_PSR_B1133+16_0066.gpuspec.0002.fil
84,84,84,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,18.253611008,58692.777835648165,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.0000.fil
108,108,108,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58692.777835648165,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.0001.fil
109,109,109,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,1.0737418239999998,58692.777835648165,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.0002.fil
112,112,112,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58692.777835648165,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.8.0001.fil
542,542,542,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B0355+54,54d13m14.16s,3h58m53.52s,6,18.253611008,58692.75990740741,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_65656_PSR_B0355+54_0045.gpuspec.0000.fil
555,555,555,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B0355+54,54d13m14.16s,3h58m53.52s,6,0.0003495253333333333,58692.75990740741,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_65656_PSR_B0355+54_0045.gpuspec.8.0001.fil
552,552,552,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B0355+54,54d13m14.16s,3h58m53.52s,6,1.0737418239999998,58692.75990740741,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_65656_PSR_B0355+54_0045.gpuspec.0002.fil
550,550,550,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B0355+54,54d13m14.16s,3h58m53.52s,6,0.0003495253333333333,58692.75990740741,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_65656_PSR_B0355+54_0045.gpuspec.0001.fil
464,464,464,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B0355+54,54d13m13.44s,3h58m53.784s,6,0.0003495253333333333,58692.63159722223,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_54570_PSR_B0355+54_0011.gpuspec.8.0001.fil
454,454,454,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B0355+54,54d13m13.44s,3h58m53.784s,6,1.0737418239999998,58692.63159722223,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_54570_PSR_B0355+54_0011.gpuspec.0002.fil
452,452,452,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B0355+54,54d13m13.44s,3h58m53.784s,6,0.0003495253333333333,58692.63159722223,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_54570_PSR_B0355+54_0011.gpuspec.0001.fil
438,438,438,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B0355+54,54d13m13.44s,3h58m53.784s,6,18.253611008,58692.63159722223,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_54570_PSR_B0355+54_0011.gpuspec.0000.fil
493,493,493,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B0355+54,54d13m09.12s,3h58m53.712s,6,1.0737418239999998,58690.40353009259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58690_34865_PSR_B0355+54_0011.gpuspec.0002.fil
492,492,492,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B0355+54,54d13m09.12s,3h58m53.712s,6,0.0003495253333333333,58690.40353009259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58690_34865_PSR_B0355+54_0011.gpuspec.0001.fil
470,470,470,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B0355+54,54d13m09.12s,3h58m53.712s,6,18.253611008,58690.40353009259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58690_34865_PSR_B0355+54_0011.gpuspec.0000.fil
497,497,497,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B0355+54,54d13m09.12s,3h58m53.712s,6,0.0003495253333333333,58690.40353009259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58690_34865_PSR_B0355+54_0011.gpuspec.8.0001.fil
429,429,429,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d55m00.12s,20h23m03.264s,6,18.253611008,58667.1541087963,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_13315_PSR_B2021+51_0022.gpuspec.0000.fil
609,609,609,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d55m00.12s,20h23m03.264s,6,0.0003495253333333333,58667.1541087963,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_13315_PSR_B2021+51_0022.gpuspec.0001.fil
610,610,610,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d55m00.12s,20h23m03.264s,6,1.0737418239999998,58667.1541087963,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_13315_PSR_B2021+51_0022.gpuspec.0002.fil
16,16,16,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B2021+51,51d55m00.12s,20h23m03.264s,6,0.0003495253333333333,58667.1541087963,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_13315_PSR_B2021+51_0022.gpuspec.8.0001.fil
586,586,586,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B1133+16,15d51m03.96s,11h36m03.168s,6,0.0003495253333333333,58667.12092592593,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_10448_PSR_B1133+16_0009.gpuspec.8.0001.fil
584,584,584,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B1133+16,15d51m03.96s,11h36m03.168s,6,1.0737418239999998,58667.12092592593,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_10448_PSR_B1133+16_0009.gpuspec.0002.fil
577,577,577,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B1133+16,15d51m03.96s,11h36m03.168s,6,18.253611008,58667.12092592593,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_10448_PSR_B1133+16_0009.gpuspec.0000.fil
392,392,392,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B1133+16,15d51m03.96s,11h36m03.168s,6,0.0003495253333333333,58667.12092592593,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58667_10448_PSR_B1133+16_0009.gpuspec.0001.fil
277,277,277,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,1.0737418239999998,58642.30616898147,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26453_PSR_B2021+51_0090.gpuspec.0002.fil
275,275,275,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,0.0003495253333333333,58642.30616898147,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26453_PSR_B2021+51_0090.gpuspec.0001.fil
250,250,250,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,18.253611008,58642.30616898147,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26453_PSR_B2021+51_0090.gpuspec.0000.fil
286,286,286,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B2021+51,51d54m49.68s,20h22m49.8s,6,0.0003495253333333333,58642.30616898147,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26453_PSR_B2021+51_0090.gpuspec.8.0001.fil
121,121,121,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,0.0003495253333333333,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.8.0001.fil
113,113,113,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,1.0737418239999998,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.0002.fil
111,111,111,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,0.0003495253333333333,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.0001.fil
88,88,88,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,18.253611008,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.0000.fil
516,516,516,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,28672,1,,PSR_B2021+51,51d54m50.04s,20h22m49.848s,6,0.0003495253333333333,58623.399409722224,0.0,spliced_blc00010203040506o7o0111213141516172021222324252627_guppi_58623_34509_PSR_B2021+51_0111.gpuspec.8.0001.fil
455,455,455,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,-536870912,1,,PSR_B2021+51,51d54m50.04s,20h22m49.848s,6,18.253611008,58623.399409722224,0.0,spliced_blc00010203040506o7o0111213141516172021222324252627_guppi_58623_34509_PSR_B2021+51_0111.gpuspec.0000.fil
500,500,500,0.0,1,11251.28173828125,-0.3662109375,,20,,32,28672,1,,PSR_B2021+51,51d54m50.04s,20h22m49.848s,6,0.0003495253333333333,58623.399409722224,0.0,spliced_blc00010203040506o7o0111213141516172021222324252627_guppi_58623_34509_PSR_B2021+51_0111.gpuspec.0001.fil
504,504,504,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,3670016,1,,PSR_B2021+51,51d54m50.04s,20h22m49.848s,6,1.0737418239999998,58623.399409722224,0.0,spliced_blc00010203040506o7o0111213141516172021222324252627_guppi_58623_34509_PSR_B2021+51_0111.gpuspec.0002.fil
559,559,559,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B1133+16,15d51m04.68s,11h36m03.24s,6,18.253611008,58623.226122685184,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58623_19537_PSR_B1133+16_0055.gpuspec.0000.fil
567,567,567,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B1133+16,15d51m04.68s,11h36m03.24s,6,0.0003495253333333333,58623.226122685184,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58623_19537_PSR_B1133+16_0055.gpuspec.0001.fil
568,568,568,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B1133+16,15d51m04.68s,11h36m03.24s,6,1.0737418239999998,58623.226122685184,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58623_19537_PSR_B1133+16_0055.gpuspec.0002.fil
569,569,569,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B1133+16,15d51m04.68s,11h36m03.24s,6,0.0003495253333333333,58623.226122685184,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58623_19537_PSR_B1133+16_0055.gpuspec.8.0001.fil
336,336,336,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,15d51m06.84s,11h36m03.216s,6,18.253611008,58623.077743055546,0.0,spliced_blc0001020304050607_guppi_58623_06717_PSR_B1133+16_0008.gpuspec.0000.fil
354,354,354,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,15d51m06.84s,11h36m03.216s,6,0.0003495253333333333,58623.077743055546,0.0,spliced_blc0001020304050607_guppi_58623_06717_PSR_B1133+16_0008.gpuspec.0001.fil
355,355,355,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,15d51m06.84s,11h36m03.216s,6,1.0737418239999998,58623.077743055546,0.0,spliced_blc0001020304050607_guppi_58623_06717_PSR_B1133+16_0008.gpuspec.0002.fil
362,362,362,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B1133+16,15d51m06.84s,11h36m03.216s,6,0.0003495253333333333,58623.077743055546,0.0,spliced_blc0001020304050607_guppi_58623_06717_PSR_B1133+16_0008.gpuspec.8.0001.fil
86,86,86,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,18.253611008,58616.45375,0.0,spliced_blc4041424344454647_guppi_58616_39204_PSR_B0355+54_0141.gpuspec.0000.fil
90,90,90,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58616.45375,0.0,spliced_blc4041424344454647_guppi_58616_39204_PSR_B0355+54_0141.gpuspec.0001.fil
92,92,92,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,1.0737418239999998,58616.45375,0.0,spliced_blc4041424344454647_guppi_58616_39204_PSR_B0355+54_0141.gpuspec.0002.fil
94,94,94,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58616.45375,0.0,spliced_blc4041424344454647_guppi_58616_39204_PSR_B0355+54_0141.gpuspec.8.0001.fil
420,420,420,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0950+08,7d55m36.12s,9h53m09.216s,6,18.253611008,58616.06104166668,0.0,spliced_blc40414243o44546o7o0515253545556o7o061626364656667_guppi_58616_05274_DIAG_PSR_B0950+08_0034.gpuspec.0000.fil
437,437,437,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0950+08,7d55m36.12s,9h53m09.216s,6,0.0003495253333333333,58616.06104166668,0.0,spliced_blc40414243o44546o7o0515253545556o7o061626364656667_guppi_58616_05274_DIAG_PSR_B0950+08_0034.gpuspec.8.0001.fil
432,432,432,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0950+08,7d55m36.12s,9h53m09.216s,6,1.0737418239999998,58616.06104166668,0.0,spliced_blc40414243o44546o7o0515253545556o7o061626364656667_guppi_58616_05274_DIAG_PSR_B0950+08_0034.gpuspec.0002.fil
431,431,431,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0950+08,7d55m36.12s,9h53m09.216s,6,0.0003495253333333333,58616.06104166668,0.0,spliced_blc40414243o44546o7o0515253545556o7o061626364656667_guppi_58616_05274_DIAG_PSR_B0950+08_0034.gpuspec.0001.fil
19,19,19,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,-536870912,1,,PSR_B0950+08,4d29m24.72s,11h13m30.288s,6,18.253611008,58616.05766203704,0.0,spliced_blc404142434445464750515253545556576061o263o4o5o6o7_guppi_58616_04982_PSR_B0950+08_0033.gpuspec.0000.fil
52,52,52,0.0,1,11251.28173828125,-0.3662109375,,20,,32,28672,1,,PSR_B0950+08,4d29m24.72s,11h13m30.288s,6,0.0003495253333333333,58616.05766203704,0.0,spliced_blc404142434445464750515253545556576061o263o4o5o6o7_guppi_58616_04982_PSR_B0950+08_0033.gpuspec.0001.fil
53,53,53,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,3670016,1,,PSR_B0950+08,4d29m24.72s,11h13m30.288s,6,1.0737418239999998,58616.05766203704,0.0,spliced_blc404142434445464750515253545556576061o263o4o5o6o7_guppi_58616_04982_PSR_B0950+08_0033.gpuspec.0002.fil
54,54,54,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,28672,1,,PSR_B0950+08,4d29m24.72s,11h13m30.288s,6,0.0003495253333333333,58616.05766203704,0.0,spliced_blc404142434445464750515253545556576061o263o4o5o6o7_guppi_58616_04982_PSR_B0950+08_0033.gpuspec.8.0001.fil
188,188,188,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,18.253611008,58616.02309027778,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01995_PSR_B1133+16_0020.gpuspec.0000.fil
216,216,216,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,0.0003495253333333333,58616.02309027778,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01995_PSR_B1133+16_0020.gpuspec.8.0001.fil
206,206,206,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,1.0737418239999998,58616.02309027778,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01995_PSR_B1133+16_0020.gpuspec.0002.fil
203,203,203,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B1133+16,15d51m05.04s,11h36m03.36s,6,0.0003495253333333333,58616.02309027778,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01995_PSR_B1133+16_0020.gpuspec.0001.fil
133,133,133,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,18.253611008,58595.17877314815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15446_PSR_B0950+08_0016.gpuspec.0000.fil
192,192,192,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,0.0003495253333333333,58595.17877314815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15446_PSR_B0950+08_0016.gpuspec.8.0001.fil
190,190,190,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,1.0737418239999998,58595.17877314815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15446_PSR_B0950+08_0016.gpuspec.0002.fil
186,186,186,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,0.0003495253333333333,58595.17877314815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15446_PSR_B0950+08_0016.gpuspec.0001.fil
68,68,68,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,18.253611008,58570.73842592593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58570_63800_PSR_B0355+54_0028.gpuspec.0000.fil
87,87,87,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58570.73842592593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58570_63800_PSR_B0355+54_0028.gpuspec.8.0001.fil
83,83,83,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,1.0737418239999998,58570.73842592593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58570_63800_PSR_B0355+54_0028.gpuspec.0002.fil
82,82,82,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58570.73842592593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58570_63800_PSR_B0355+54_0028.gpuspec.0001.fil
265,265,265,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,1.0737418239999998,58538.31916666668,0.0,spliced_blc4041424344454647_guppi_58538_27576_PSR_B1133+16_0010.gpuspec.0002.fil
268,268,268,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,0.0003495253333333333,58538.31916666668,0.0,spliced_blc4041424344454647_guppi_58538_27576_PSR_B1133+16_0010.gpuspec.8.0001.fil
264,264,264,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,0.0003495253333333333,58538.31916666668,0.0,spliced_blc4041424344454647_guppi_58538_27576_PSR_B1133+16_0010.gpuspec.0001.fil
259,259,259,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,15d51m03.96s,11h36m03.456s,6,18.253611008,58538.31916666668,0.0,spliced_blc4041424344454647_guppi_58538_27576_PSR_B1133+16_0010.gpuspec.0000.fil
214,214,214,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,1.0737418239999998,58538.308993055565,0.0,spliced_blc4041424344454647_guppi_58538_26697_PSR_B1133+16_0007.gpuspec.0002.fil
196,196,196,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,0.0003495253333333333,58538.308993055565,0.0,spliced_blc4041424344454647_guppi_58538_26697_PSR_B1133+16_0007.gpuspec.8.0001.fil
176,176,176,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,18.253611008,58538.308993055565,0.0,spliced_blc4041424344454647_guppi_58538_26697_PSR_B1133+16_0007.gpuspec.0000.fil
187,187,187,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,0.0003495253333333333,58538.308993055565,0.0,spliced_blc4041424344454647_guppi_58538_26697_PSR_B1133+16_0007.gpuspec.0001.fil
305,305,305,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0355+54,54d12m46.8s,3h58m55.368s,6,1.0737418239999998,58532.67306712963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58532_58153_PSR_B0355+54_0014.gpuspec.0002.fil
303,303,303,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0355+54,54d12m46.8s,3h58m55.368s,6,0.0003495253333333333,58532.67306712963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58532_58153_PSR_B0355+54_0014.gpuspec.0001.fil
314,314,314,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0355+54,54d12m46.8s,3h58m55.368s,6,0.0003495253333333333,58532.67306712963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58532_58153_PSR_B0355+54_0014.gpuspec.8.0001.fil
5,5,5,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0355+54,54d12m46.8s,3h58m55.368s,6,18.253611008,58532.67306712963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58532_58153_PSR_B0355+54_0014.gpuspec.0000.fil
